,_latitude,_longitude,number_of_operators,number_of_available_trolleys,_title,_server_updated_at,_created_by,_updated_by,arrival_of_the_freight_vehicle,plates,company_if_visible,visit_purpose,type_of_vehicle,refrigerated_truck,type_of_cargo,departure_of_the_freight_vehicle,where_was_the_vehicle_parked,while_parked_was_the_engine_running,used_traffic_cone,vehicles_unloading_door,garage_blocking,accident,noise,traffic_congestion
230,19.0459898685,-98.2037109509,1,1,"709–725 Avenida 3 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-12 15:10:59 UTC,Sandra Carreón,Martínez Edwin Alejandro,12:52,SP28323,Peñafiel,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",13:02,Public parking lot,yes,no,Side,no,no,no,no
231,19.0459610286,-98.2036475837,1,0,"535b Avenida 3 Poniente
Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-12 02:44:45 UTC,Sergio Licea,Diego Hernán López L,18:00,SN-91-966,Sin registro,Delivery,Light truck or Van,no,"Dairy (milk, cheese, etc.)",18:15,Street - next to the curbside,yes,no,Rear,no,no,no,yes
232,19.045529019,-98.1941044021,1,1,"6 Calle 4 Norte
Puebla de Zaragoza PUE 72000
MX",2022-11-12 02:03:44 UTC,Sandra Carreón,Sandra Carreón,16:17,SP40994,Marinela,Delivery,Light truck or Van,yes,"Bakery (bread, cookies, cakes, etc.)",16:26,Street - next to the curbside,yes,no,Rear,no,no,no,no
233,19.04621108,-98.1937378272,1,0,"Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-11 22:24:51 UTC,Sergio Licea,Sergio Licea,15:55,SP-14-380,Pepsi,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",16:16,Double lane,no,no,Side,no,no,no,no
234,19.0651500243,-98.3130123128,3,2,"Coclovía 9 Sur
Cholula PUE 72764
MX",2022-11-11 22:11:31 UTC,Harry Hernández,Harry Hernández,16:29,"SL81570
",Corona,Delivery,Heavy duty truck,no,"Alcoholic beverages (beer, liquor, etc.)",16:31,Street - next to the curbside,no,no,Side,no,no,no,yes
235,19.0640094081,-98.3115490359,1,0,"526 Avenida Miguel Hidalgo
Cholula PUE 72764
MX",2022-11-11 22:11:30 UTC,Harry Hernández,Harry Hernández,15:50,80TEL7,Presto ,Delivery,Motorcycle,no,"Bakery (bread, cookies, cakes, etc.)",15:55,Street - next to the curbside,no,no,Side,no,no,no,no
236,19.0642812755,-98.3115105239,3,2,"3A Calle 7 Norte
Cholula PUE 72764
MX",2022-11-11 22:11:30 UTC,Harry Hernández,Harry Hernández,15:52,SN26042,Coca Cola ,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",16:05,Street - next to the curbside,no,no,Side,no,no,no,no
237,19.0598333,-98.30646,1,1,"17 Avenida 5 Oriente
Cholula Puebla 72760
Mexico",2022-11-11 22:08:32 UTC,José Varela,José Varela,16:24,Lb92523,Bonafont,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",16:32,Street - next to the curbside,no,no,Side,no,no,no,no
238,19.0656,-98.31059,2,1,"512 Avenida 4 Poniente
Cholula Puebla 72760
Mexico",2022-11-11 22:08:31 UTC,José Varela,José Varela,15:22,Sk94616,Sabritas,Delivery,Heavy duty truck,no,"Bakery (bread, cookies, cakes, etc.)",15:34,Street - next to the curbside,no,no,Rear,no,no,no,no
239,19.0640329,-98.309745,2,2,"501A Avenida 2 Poniente
De Puebla 72760
Mexico",2022-11-11 22:08:31 UTC,José Varela,José Varela,15:05,SN20719,San Antonio,Delivery,Light truck or Van,yes,"Dairy (milk, cheese, etc.)",15:21,Public parking lot,no,no,Rear,no,no,no,no
240,19.0639638,-98.3097392,2,2,"501A Avenida 2 Poniente
De Puebla 72760
Mexico",2022-11-11 22:08:30 UTC,José Varela,José Varela,15:09,SJ67008,Sin registro,Delivery,SUV,no,Produce (fruits & vegetables),15:20,Street - next to the curbside,no,no,Rear,no,no,no,no
241,19.0612967,-98.3110767,1,1,"506 Calle 5 Sur
Cholula Puebla 72760
Mexico",2022-11-11 22:08:30 UTC,José Varela,José Varela,14:47,LE83024,Marinela,Delivery,SUV,no,"Bakery (bread, cookies, cakes, etc.)",15:00,Street - next to the curbside,no,no,Rear,no,no,no,no
242,19.0638883,-98.3092333,2,0,"316 Avenida 2 Poniente
San Andrés Cholula Puebla 72760
Mexico",2022-11-11 22:08:29 UTC,José Varela,José Varela,16:15,LE83024,Príncipes Marinela,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",16:35,Street - next to the curbside,no,no,Rear,no,no,no,no
243,19.063999,-98.3093346,2,1,"286 Avenida 2 Poniente
San Andrés Cholula Puebla 72760
Mexico",2022-11-11 22:08:29 UTC,José Varela,José Varela,16:08,SP 13 463,Sin registro,Delivery,Light truck or Van,no,Produce (fruits & vegetables),16:30,Public parking lot,no,no,Rear,no,no,no,no
244,19.0656979,-98.3107461,3,1,"403 Calle 7 Norte
Cholula Puebla 72764
Mexico",2022-11-11 22:08:28 UTC,José Varela,José Varela,15:52,SP14239,Pepsi,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",16:00,Street - next to the curbside,no,no,Side,no,no,no,no
245,19.0618411,-98.3067634,2,2,"No 1 1 Avenida Morelos
Cholula Puebla 72760
Mexico",2022-11-11 22:08:27 UTC,José Varela,José Varela,15:45,SN26042,Coca Cola,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",15:55,Street - next to the curbside,no,no,Side,no,no,no,no
246,19.0183170953,-98.2155760378,1,0,"5751–5759 Calle 3 Sur
Puebla de Zaragoza PUE 72440
MX",2022-11-11 17:23:47 UTC,Manuel Flores,Manuel Flores,15:53,NFP-71-65,Bonafont,Sales (usually small car or motorcycle),Automobile,no,"Non-alcoholic beverages (water, soda, etc.)",15:59,Street - next to the curbside,no,no,Rear,yes,no,no,no
247,19.0182728319,-98.2155917826,1,0,"5751–5759 Calle 3 Sur
Puebla de Zaragoza PUE 72440
MX",2022-11-11 17:23:46 UTC,Manuel Flores,Manuel Flores,15:36,94TEH3,Peñafiel,Delivery,Motorcycle,no,"Non-alcoholic beverages (water, soda, etc.)",15:42,Street - next to the curbside,no,no,Side,yes,no,no,no
248,19.0155333985,-98.2156169415,2,2,"115 Calle Tamaulipas
Puebla de Zaragoza PUE 72440
MX",2022-11-11 17:23:46 UTC,Manuel Flores,Manuel Flores,15:15,LE-18461,Bonafont,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",15:21,Street - next to the curbside,no,no,Side,yes,no,no,no
249,19.018353,-98.215618,1,1,"115 Calle Tamaulipas
Puebla de Zaragoza PUE 72440
MX",2022-11-11 13:42:27 UTC,José Zapata,José Zapata,15:57,SN42550,Chispagua,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",16:05,Double lane,no,no,Side,yes,no,no,yes
250,19.0473467298,-98.2042665035,1,1,"730 Avenida Reforma
Puebla de Zaragoza PUE 72000
MX",2022-11-11 05:09:33 UTC,Sandra Carreón,Sandra Carreón,11:19,SP35259,Ricolino ,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",11:35,On top of a sidewalk,no,no,Rear,no,no,no,no
251,19.04881606,-98.2000555478,4,0,"605 Calle 5 Norte
Puebla de Zaragoza PUE 72000
MX",2022-11-11 05:09:33 UTC,Sandra Carreón,Sandra Carreón,10:15,WZ3038A,Sin registro,Delivery,Pick-up,no,"Nonfood,Other",10:41,Store's garage,no,no,Rear,no,no,no,no
252,19.0226732567,-98.2491253597,3,1,"1826–1832 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-10 21:43:51 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,12:41,LB62119,Nestle ,Delivery,Light truck or Van,yes,"Bakery (bread, cookies, cakes, etc.)",13:04,Street - next to the curbside,yes,no,Side,no,no,no,no
253,19.0285984919,-98.249059394,2,0,"11 Privada la Quinta
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:40:28 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,23:40,LC08082,Danone,Delivery,Light truck or Van,yes,"Dairy (milk, cheese, etc.)",12:02,Street - next to the curbside,yes,yes,Rear,no,no,no,no
254,19.0319133618,-98.2501925963,2,1,"123 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:28:26 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,15:00,LB99390,Bonafont ,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",15:21,Street - next to the curbside,no,no,Side,no,no,no,no
255,19.0260824818,-98.2492907345,2,2,"122 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:24:53 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,14:09,SM69777,Bimbo,Delivery,Heavy duty truck,no,"Bakery (bread, cookies, cakes, etc.)",14:23,Street - next to the curbside,yes,no,Rear,no,no,no,no
256,19.0319597687,-98.2486956194,2,0,"820 Calle Andrómeda
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 20:20:00 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,13:15,SM61748,Sabritas,Delivery,Heavy duty truck,no,Chips,14:18,Street - next to the curbside,no,no,Side,no,no,no,no
257,19.0356715777,-98.2625677774,1,0,"37–38 Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 20:03:58 UTC,María Pedraza,María Pedraza,13:55,Sm29694,Sin registro,Sales & delivery,Light truck or Van,no,Nonfood,14:03,Street - next to the curbside,no,no,Rear,no,no,no,no
258,19.0357673722,-98.2624759132,2,0,"38B Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:35 UTC,María Pedraza,María Pedraza,13:49,Sp19719,Sin registro,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",13:55,Street - next to the curbside,no,no,Rear,no,no,no,no
259,19.0350535564,-98.2628961378,2,0,"51 Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:34 UTC,María Pedraza,María Pedraza,13:25,Sp17204,Sin registro,Delivery,Pick-up,no,"Meat (beef, poultry, pork, seafood, etc.)",13:41,Street - next to the curbside,no,no,Rear,no,no,no,no
260,19.0340166363,-98.2628400234,3,1,"703 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:33 UTC,María Pedraza,María Pedraza,13:31,Nv5303a,Pepsi,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",13:41,Street - next to the curbside,no,no,Side,no,no,no,no
261,19.034514549,-98.2635409444,1,0,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:33 UTC,María Pedraza,María Pedraza,13:21,Xx7123a,Sin registro,Delivery,Pick-up,no,"Paper Goods (paper towels, toilet paper, etc.),Personal care (shampoo, soap, etc.)",13:28,Street - next to the curbside,no,no,Rear,no,no,no,no
262,19.0345860549,-98.2639964957,2,0,"4403 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:32 UTC,María Pedraza,María Pedraza,10:30,Sp01608,EpurA,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",10:30,Double lane,no,no,Side,yes,no,no,no
263,19.0345795332,-98.2641675045,1,0,"1409 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:32 UTC,María Pedraza,María Pedraza,13:00,Nwj8241,Sin registro,Delivery,Pick-up,no,Tlapalería ,13:07,Street - next to the curbside,no,no,Rear,no,no,no,no
264,19.0351433435,-98.2665773949,1,0,"4138–4183 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:31 UTC,María Pedraza,María Pedraza,12:50,Sp21948,Sin registro,Sales & delivery,Light truck or Van,no,"Personal care (shampoo, soap, etc.)",12:57,Street - next to the curbside,no,no,Rear,no,no,no,no
265,19.0354752905,-98.2677415465,1,0,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:30 UTC,María Pedraza,María Pedraza,12:40,Sn75443,Sin registro,Delivery,Light truck or Van,no,Papelería ,12:52,Public parking lot,no,no,Rear,no,no,no,no
266,19.0352303319,-98.2673591003,1,0,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:30 UTC,María Pedraza,María Pedraza,12:35,Trx8426,Sin registro,Sales & delivery,Automobile,no,"Alcoholic beverages (beer, liquor, etc.)",12:48,Street - next to the curbside,no,no,Rear,no,no,no,yes
267,19.0352613585,-98.2667092728,2,0,"4002 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:29 UTC,María Pedraza,María Pedraza,12:30,Ajf942A,Sin registro,Delivery,SUV,no,"Meat (beef, poultry, pork, seafood, etc.)",12:44,Street - next to the curbside,yes,no,Rear,no,no,no,yes
268,19.0356709219,-98.2625598689,2,1,"37–38 Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:10 UTC,Carol Cázares,Carol Cázares,13:54,LF48486,Sin registro,Delivery,Light truck or Van,yes,"Meat (beef, poultry, pork, seafood, etc.)",13:54,Street - next to the curbside,no,yes,Rear,no,no,no,no
269,19.0356522985,-98.2623923198,1,2,"38B Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:09 UTC,Carol Cázares,Carol Cázares,13:42,SP17065,Sin registro,Delivery,Pick-up,no,Nonfood,13:42,Street - next to the curbside,no,no,Rear,no,no,no,no
270,19.0343777044,-98.2631015965,2,2,"4410 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:09 UTC,Carol Cázares,Carol Cázares,13:38,SN64989,Sin registro,Sales & delivery,Light truck or Van,yes,"Meat (beef, poultry, pork, seafood, etc.),Other",13:40,Dedicated unloading area (Bay),yes,yes,Rear,no,no,no,no
271,19.0343920374,-98.2630814799,1,2,"4410 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:08 UTC,Carol Cázares,Carol Cázares,13:34,SN56453,Sin registro,Delivery,Pick-up,no,"Bakery (bread, cookies, cakes, etc.)",13:36,Street - next to the curbside,no,yes,Side,no,no,no,no
272,19.0343689453,-98.2633591724,1,1,"4410 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:08 UTC,Carol Cázares,Carol Cázares,13:31,SN45694,Sin registro,Sales & delivery,Pick-up,no,Produce (fruits & vegetables),13:31,Street - next to the curbside,no,no,Rear,yes,no,no,no
273,19.0346141998,-98.2651511394,1,1,"4406A Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:08 UTC,Carol Cázares,Carol Cázares,12:58,SN64573,Sin registro,Sales & delivery,Pick-up,yes,"Non-alcoholic beverages (water, soda, etc.)",12:58,Street - next to the curbside,no,yes,Rear,yes,no,no,no
274,19.0347939344,-98.2655785544,1,1,"4406 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:07 UTC,Carol Cázares,Carol Cázares,12:55,TYV935A,Sin registro,Delivery,Automobile,no,"Paper Goods (paper towels, toilet paper, etc.)",12:56,Street - next to the curbside,no,no,Side,no,yes,no,no
275,19.035474225,-98.2678260562,1,3,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:07 UTC,Carol Cázares,Carol Cázares,12:47,UNL502A,Sin registro,Delivery,Automobile,no,"Alcoholic beverages (beer, liquor, etc.)",12:48,Store's garage,no,no,Rear,no,no,yes,no
276,19.0353028989,-98.2667690982,2,2,"San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:06 UTC,Carol Cázares,Carol Cázares,12:42,NZN8789,Sin registro,Sales & delivery,Automobile,no,"Bakery (bread, cookies, cakes, etc.)",12:45,Street - next to the curbside,no,no,Side,no,no,no,no
277,19.0405816752,-98.1953289013,1,0,"605 Avenida 5 Oriente
Puebla PUE 72000
MX",2022-11-10 18:03:47 UTC,Emilio Garza,Emilio Garza,11:50,Tuv109a,Coca cola ,Sales (usually small car or motorcycle),Automobile,no,"Non-alcoholic beverages (water, soda, etc.)",12:02,Street - next to the curbside,no,no,Side,no,no,no,no
278,19.0430459701,-98.1938831401,1,0,"414 Avenida 2 Oriente
Puebla PUE 72000
MX",2022-11-10 17:57:09 UTC,Emilio Garza,Emilio Garza,10:25,XE-9923-ª,no ,Delivery,Pick-up,no,Nonfood,10:28,Street - next to the curbside,yes,no,Rear,no,no,no,no
279,18.9992696699,-98.2743124083,2,0,"102 Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72070
MX",2022-11-10 17:36:58 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,11:30,LE-49-828,Bonafont ,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",12:00,Street - next to the curbside,yes,no,Side,no,no,no,no
280,18.9994229889,-98.2740617731,1,0,"102 Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72070
MX",2022-11-10 17:36:34 UTC,José López,José López,11:32,SP-12-917,Factory Blinds ,Delivery,Light truck or Van,no,Curtains and blinds ,11:50,Public parking lot,no,no,Rear,no,no,no,no
281,19.0061102975,-98.2656696569,2,1,"Boulevard los Reyes
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:26:24 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,11:30,SK-79-911,Coca-cola,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",11:45,Street - next to the curbside,yes,no,Side,yes,no,yes,no
282,19.0059181653,-98.2656102226,2,1,"6432 9 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:22:47 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,11:25,SI-79-791,Lyncott,Delivery,Heavy duty truck,no,"Dairy (milk, cheese, etc.)",11:43,Street - next to the curbside,no,no,Rear,no,no,no,no
283,19.0060885297,-98.2656470128,2,1,"Boulevard los Reyes
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:21:59 UTC,José López,José López,11:18,SUD-88-59,Maruchan,Delivery,Light truck or Van,no,Pasta ,11:40,Public parking lot,no,no,Rear,no,no,no,no
284,19.0041055733,-98.2664863187,2,1,"47 Calle Rincón de Londrés
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:12:13 UTC,José López,José López,11:08,SP-35-196,Barcel,Delivery,Light truck or Van,no,Snacks ,11:40,Public parking lot,no,no,Side,no,no,no,no
285,19.0040782142,-98.2665055835,1,0,"5509 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:07:36 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,11:30,SN-24-270,La postrería,Delivery,Light truck or Van,yes,"Bakery (bread, cookies, cakes, etc.),Other",11:48,Street - next to the curbside,yes,no,Rear,yes,no,no,no
286,18.9995542997,-98.2748194505,2,0,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:07:23 UTC,Mariana Sáenz Gómez Ortigoza,José López,11:05,NW-5910-B,Clínica Veterinaria Angelopolis,Delivery,Light truck or Van,no,Pets,11:55,Public parking lot,no,no,Rear,no,no,no,no
287,19.0045138808,-98.2662116407,1,1,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:06:39 UTC,José López,José López,10:40,SN-62-925,Corporativo Industrial ,Delivery,Light truck or Van,no,"Meat (beef, poultry, pork, seafood, etc.)",11:00,Public parking lot,no,no,Rear,no,no,no,no
288,19.0045315432,-98.266176348,1,1,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:02:34 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,10:55,SN-26-707,La Medina,Delivery,Light truck or Van,no,"Personal care (shampoo, soap, etc.)",11:28,Public parking lot,no,no,Side,no,no,no,no
289,19.0044549387,-98.2661956084,2,1,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:01:55 UTC,José López,José López,10:58,LE-98-646,LALA,Delivery,Heavy duty truck,yes,"Dairy (milk, cheese, etc.)",11:21,Street - next to the curbside,no,no,Side,no,no,no,yes
290,18.9995738631,-98.2748213411,1,0,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:48:45 UTC,José López,José López,10:47,SP-14-383,Voila ,Delivery,Light truck or Van,no,"Dairy (milk, cheese, etc.),Other",11:34,Public parking lot,no,no,Rear,no,no,no,no
291,19.0018587687,-98.2719573354,1,0,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:41:18 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,09:15,SP-07-568,Tintosmart ,Delivery,Light truck or Van,no,Clothes ,11:25,Public parking lot,no,no,Rear,no,no,no,no
292,19.001804982,-98.2719351122,1,1,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:38:32 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,10:45,30ARU9,Abastessen ,Delivery,Light truck or Van,no,"Meat (beef, poultry, pork, seafood, etc.)",11:17,Public parking lot,no,no,Rear,no,no,no,no
293,19.0017792847,-98.2718366883,2,0,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:37:34 UTC,José López,José López,10:34,TMK-54-66,La central ,Delivery,Light truck or Van,no,Produce (fruits & vegetables),11:00,Public parking lot,no,no,Rear,no,no,no,no
294,19.0054323353,-98.2671270711,1,0,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:25:35 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,10:30,UCU-271-A,Sin registro,Delivery,Automobile,no,Produce (fruits & vegetables),10:48,Street - next to the curbside,no,no,Side,no,no,no,no
295,19.005672101,-98.2675894663,2,0,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:20:02 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,09:30,SM-71-921,Tripoli ,Delivery,Light truck or Van,no,Food ,10:15,Public parking lot,no,no,Rear,no,no,no,no
296,19.0056275995,-98.2676078903,2,1,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:16:44 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,09:25,SL-32-364,La Concordia ,Delivery,Heavy duty truck,no,Decorations,11:00,Public parking lot,no,no,Rear,no,no,no,no
297,19.0056427428,-98.2676258041,4,1,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:16:23 UTC,José López,José López,10:10,72-AX-6J,TUMSA,Delivery,Heavy duty truck,yes,"Bakery (bread, cookies, cakes, etc.)",10:30,Public parking lot,no,no,Side,no,no,no,no
298,19.005722126,-98.267560852,2,0,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:13:01 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,10:00,SJ-79-906,Sin registro,Sales & delivery,Pick-up,no,Produce (fruits & vegetables),10:35,Dedicated unloading area (Bay),no,no,Rear,no,no,no,no
299,19.0030170232,-98.2673140057,1,1,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72810
MX",2022-11-10 15:42:35 UTC,José López,José López,09:48,IM-1424,San Pablo ,Delivery,Motorcycle,no,"Personal care (shampoo, soap, etc.)",09:49,Public parking lot,no,no,Rear,no,no,no,no
300,19.0041137953,-98.2668296994,2,0,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72840
MX",2022-11-10 15:42:20 UTC,José López,José López,09:36,SN-78-089,Tamales Don Ignacio ,Sales (usually small car or motorcycle),Pick-up,no,"Bakery (bread, cookies, cakes, etc.)",21:41,Public parking lot,no,no,Rear,no,no,no,no
301,19.0252949509,-98.2490172869,3,1,"Avenida Triangulum
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-10 00:01:27 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,15:59,5448CM,Pepsi,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",16:03,Street - next to the curbside,yes,no,Side,no,no,no,no
302,19.0269015047,-98.2494395971,1,1,"521 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 00:01:26 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,15:50,SN72248,Sin registro,Delivery,Pick-up,no,"Non-alcoholic beverages (water, soda, etc.)",15:51,Street - next to the curbside,no,no,Rear,no,no,no,no
303,19.0264634674,-98.2498399168,1,0,"248 Calle Gustavo Díaz Ordaz
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 00:01:25 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,15:44,97TFG1,Sin registro,Delivery,Motorcycle,no,"Dairy (milk, cheese, etc.)",15:46,On top of a sidewalk,yes,no,Side,no,no,no,no
304,19.0264441666,-98.2499674405,1,0,"217 Calle Gustavo Díaz Ordaz
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 00:01:24 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,15:38,5964A1,Rappi ,Sales & delivery,Motorcycle,no,"Bakery (bread, cookies, cakes, etc.)",15:40,Street - next to the curbside,no,no,Side,no,no,no,no
305,19.0255766128,-98.2490748167,4,0,"4–1634 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-10 00:01:24 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,15:19,XB55982,Compañía López ,Sales (usually small car or motorcycle),Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",15:22,Street - next to the curbside,no,no,Side,no,no,no,no
306,19.0039857829,-98.2665612374,2,1,"5509 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 00:01:18 UTC,José López,José López,08:00,SJ-79-906,La sagrada (frutería),Delivery,Light truck or Van,no,Produce (fruits & vegetables),16:00,Store's garage,no,no,Rear,no,no,no,no
307,19.0041961042,-98.2662437212,3,1,"59 Calle Rincón de París
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 00:01:17 UTC,José López,José López,10:33,SN-70-192,Tudogar,Delivery,Heavy duty truck,no,Hardware store ,11:09,Public parking lot,no,no,Rear,no,no,no,no
